,video_id,video_views,video_likes,video_comments,video_duration
5142,ipt-uuzEZ9g,446963,6277,366,PT7M14S
5143,eTGWIty36SM,281644,2833,284,PT8M45S
5144,b4tykIi-8Ng,382405,6706,435,PT1M22S
5145,WEvdnoKevVk,263023,3847,383,PT7M2S
5146,mai5kYiRhzU,4859892,65215,9655,PT11M28S
5147,4XU6oY7eyCk,534842,7275,650,PT2M28S
5148,xw07tGK9_5s,195576,9059,436,PT3M56S
5149,eU8p4h_p1tg,1125026,15510,946,PT8M1S
5150,RyXAAo5Kmc0,169116,1572,39,PT1M1S
5151,DMS234rzYTQ,5037674,61130,7985,PT7M47S
5152,3g80vMzX2dg,331610,4194,360,PT7M32S
5153,L-qEKhiaFzM,1916574,31095,2925,PT6M49S
5154,ooqjzvkUbtc,511679,6142,1138,PT7M16S
5155,DtsBZjl5e4Y,84036,1035,117,PT4M28S
5156,7y25RLo5nGE,1032396,14063,779,PT8M39S
5157,7dOevLbdmyI,1596202,21601,8519,PT6M20S
5158,3AnoQnlK2g4,1304837,19505,1691,PT4M30S
5159,gbCTfeLmneI,1819654,31383,3118,PT5M23S
5160,T_qkVPZ8DJI,573857,14528,1091,PT4M12S
5161,Wh-KXAXVG7c,1818200,24033,1266,PT10M43S
5162,Fs4l2teONpE,74055,1144,83,PT3M51S
5163,FEfJvjh_S60,2457515,51455,5618,PT5M50S
5164,lAWjuXtCZPA,1231869,17475,538,PT4M18S
5165,NHvalCtiLA0,816217,29815,1317,PT1M13S
5166,EqTaxBLm57o,669131,9210,620,PT5M23S
5167,sfWK7eeW_IA,2730463,41286,5047,PT7M23S
5168,aY6N30Uema0,85527,1438,94,PT1M40S
5169,q4KSDXjxoMI,96103,1759,147,PT1M50S
5170,4ysh8mi4UB0,66859,1566,88,PT2M17S
5171,alxgxoQI_hI,70103,938,97,PT1M57S
5172,TsnlGqoVC-k,116063,1652,119,PT3M7S
5173,7-Cg2KUF9TA,173362,1954,100,PT1M41S
5174,adRTzQaRS64,341315,3682,281,PT1M20S
5175,Rm7viX6VmT4,3728988,34407,6186,PT14M39S
5176,Hbiw2CY32XQ,924555,6190,899,PT5M8S
5177,0SzkK1qxd8M,365979,4109,340,PT4M15S
5178,dKmtkEceTaQ,701668,5267,954,PT6M46S
5179,OeaxriB-IRA,186283,1358,352,PT5M33S
5180,jke4r28INDQ,2884551,30044,4434,PT14M50S
5181,71E0RJWDgpQ,2142008,31076,6117,PT8M33S
5182,xJFFa-ZVbUY,755998,12266,1472,PT4M30S
5183,zK1bFTfdwUc,1408662,23880,2717,PT5M3S
5184,7RRx8BSPjO8,1420834,18569,1066,PT3M45S
5185,PMEO7PhySmI,205891,2956,171,PT1M12S
5186,jnV72hYf2Yg,248592,4730,310,PT2M36S
5187,ebvZnAulxrM,309635,4461,229,PT1M38S
5188,7pZNrX1PyNo,978345,21071,1672,PT3M41S
5189,Md5S0mGSh5k,1619853,34713,1373,PT8M18S
5190,hTFJJXzcg0I,724727,10471,734,PT1M50S
5191,AH9OCPUsAhA,177134,4661,413,PT2M53S
5192,4Phv-Ysdlf0,346738,3504,293,PT8M37S
5193,YIVIH9ML23Y,2809087,34329,5522,PT10M20S
5194,lIRQyORXN4I,117206,1459,190,PT4M18S
5195,e72pSP8lDLs,5615725,146481,2916,PT7M48S
5196,N-tY26ULHXA,841553,11595,1117,PT2M7S
5197,Jx5j1X9njHs,1470078,43832,9265,PT7M55S
5198,I5ZcfWi5nME,2357231,88112,1654,PT6M11S
5199,tRdK8ARQJag,2112823,26132,2505,PT8M22S
5200,BYnHB4hz1yQ,431408,7991,379,PT1M45S
5201,a5GwAjcdu1Y,60968,684,114,PT2M14S
5202,HtbjE85P4z4,151865,2107,895,PT6M48S
5203,pFKNiyNSE24,134154,2149,78,PT1M33S
5204,hz0TNRUoZzc,338276,5992,534,PT4M2S
5205,ewxk1ozsrpM,1294495,12767,813,PT6M2S
5206,coVlz4ey2GM,418042,4771,527,PT11M11S
5207,azZD78ehpSs,1693668,24630,1394,PT5M1S
5208,Um_v9yWRP_c,96699,1909,73,PT1M31S
5209,cDfcDRa7UE8,934871,11927,582,PT2M46S
5210,o1vG1hLPB28,38886,726,71,PT1M44S
5211,ds2gXvwX1BY,236494,3707,293,PT4M9S
5212,vbq0jzg5QnE,1096795,18327,2716,PT7M39S
5213,mo0p4Od9tzw,331497,5086,250,PT1M20S
5214,y7ql7HLIzo8,1016682,7977,1166,PT5M13S
5215,w_q2LBA38NI,662899,9431,985,PT3M36S
5216,Iqw6ShT6yE8,752319,6632,987,PT8M3S
5217,9IzaTTi6Osw,2616433,29808,3447,PT8M8S
5218,dLlsE8rudTs,975001,12870,857,PT9M16S
5219,CXF1kpl7CQU,470280,5866,319,PT7M20S
5220,TByYViGFFE4,313269,5829,375,PT4M58S
5221,xtibn8rpa_c,624308,8359,583,PT2M6S
5222,qWnf_qQwc_o,3567272,43560,7073,PT13M3S
5223,_7IdliHnfn0,237582,3463,319,PT1M15S
5224,QG6vY5Odz-M,67801,1202,86,PT3M4S
5225,bwezASGXxvE,526076,7341,572,PT4M45S
5226,1p5PN2Hm5_Q,238602,3088,344,PT1M25S
5227,r-daMAcHs04,959927,14009,477,PT4M15S
5228,lTsyEIVfraE,326206,3433,1054,PT11M10S
5229,lD2LfoCV4AI,878916,12265,942,PT2M35S
5230,KEzgIFltj7U,396813,3718,543,PT6M47S
5231,hVV3bSpL_Nk,2096695,24075,2127,PT6M40S
5232,-7dftOpIbTc,348480,5697,312,PT1M15S
5233,vaWEiiGf3cU,1153026,16675,1071,PT3M11S
5234,L2llzqhp6MI,79017,988,115,PT4M32S
5235,GOuX55Hz68U,475221,6180,442,PT5M23S
5236,3tnT40Wmn7I,2080843,21013,850,PT8M24S
5237,4OGox-J9_wY,3920272,44842,5442,PT9M58S
5238,ICnUJl0t0Xw,5214666,107591,8922,PT6M56S
5239,YiQeYnp6N6g,172586,3273,251,PT1M4S
5240,lVJ83t9fIPU,1225204,14971,1097,PT4M38S
5241,tXIdTxv9sq4,280513,3243,223,PT5M50S
5242,iu_US8onmCU,3963366,69838,5516,PT9M41S
5243,Rco61_GgGtU,252057,4237,318,PT1M22S
5244,Q0e8QHxYIQQ,362680,5894,358,PT5M48S
5245,PZRXJYdHWMo,76120,972,108,PT4M23S
5246,YVGZplhEdok,59722,1490,58,PT2M21S
5247,1zK0HPyBIf0,1455018,17959,1385,PT5M23S
5248,bQNTH28eOIo,185746,2348,175,PT5M22S
5249,DeqTf_KxVws,298000,5722,489,PT1M34S
5250,wsXWcLBCDio,691973,12966,668,PT4M29S
5251,9-DxoncJX7Q,480453,4433,492,PT10M13S
5252,1B0lS10McJE,1168738,16728,788,PT5M5S
5253,taMOAVQLtbM,3815193,41204,4374,PT11M30S
5254,q5F06TXQyV4,705545,9026,505,PT3M36S
5255,BNLEtGEqf6Q,189140,2350,368,PT3M16S
5256,ysxTvrXLvZY,405624,3806,885,PT9M56S
5257,kTsHCLxjiRo,227557,3136,150,PT1M4S
5258,fY058WwzR7s,1110869,40207,3606,PT8M1S
5259,FNcfx9_C5xo,3312260,32862,5135,PT12M14S
5260,tR0fR_NC4bY,2463319,32092,2812,PT9M7S
5261,WL6G-FL0RjA,241588,3503,257,PT5M55S
5262,JKW5jg-hz-0,1760066,41524,963,PT4M7S
5263,EVhDIdO8bao,191160,3193,127,PT1M30S
5264,A_AjPFtf87Y,146023,1375,181,PT8M28S
5265,0ra5cr6fxGQ,1045244,14219,698,PT4M3S
5266,ba0MtgS4ydA,972059,13080,1051,PT4M7S
5267,2ugqhIwvxGE,290369,4715,197,PT1M31S
5268,QQsCgcuYheM,93304,1247,149,PT2M49S
5269,N2K-wn4jThk,839713,10516,715,PT6M13S
5270,ocwEmki94q4,196198,2407,181,PT5M35S
5271,edlZOSHy94c,1059341,11280,1013,PT11M19S
5272,aEFecY_Af-A,2714566,28153,1621,PT5M42S
5273,UIiY4-6_CSI,1436513,19582,1614,PT5M20S
5274,ABLxZvc4l1U,42363,602,69,PT58S
5275,auIKzBfhc3U,299795,4036,224,PT1M16S
5276,aQUz2WHRUgE,123563,2477,202,PT6M20S
5277,UBYQMDuqPJs,447967,4638,463,PT9M2S
5278,obP9KR2OQxw,284600,3811,509,PT7M41S
5279,k80c3FHtjZM,1269269,15650,1724,PT4M52S
5280,VpbrZzCLysM,311073,4784,233,PT4M50S
5281,aVsf34tD6qY,58587,878,49,PT1M51S
5282,uPto3pQg8tM,1473456,17710,1192,PT3M59S
5283,ZrYKNlr6rJA,29557,636,48,PT59S
5284,xm3Afz0a3Zw,334731,5690,847,PT5M29S
5285,3uXvRrR6RbE,1139292,11740,911,PT9M18S
5286,qPdkw-P0xY4,1427971,18626,765,PT4M37S
5287,PpZZMZPgukc,268518,3125,125,PT4M39S
5288,JnGaPh5GYOQ,402577,12204,987,PT3M23S
5289,OGrOU3sXwYs,2424315,27705,3613,PT9M5S
5290,zdYtNo-9ZZI,60916,2351,175,PT3M40S
5291,v9g5tGmlwDM,46039,1270,79,PT1M30S
5292,2Zs_kKw6F-Y,472303,8764,300,PT5M36S
5293,cHanjM-LS-s,1155153,18263,1177,PT3M9S
5294,vqmzbbr1h8s,3150115,29759,1898,PT10M20S
5295,vMqxrn9H5FI,1084390,25703,8897,PT2M46S
5296,flFvpc-Pkak,624800,7832,551,PT6M3S
5297,10aJeI5Gg48,303831,6487,357,PT3M41S
5298,NBh3V-6P3kE,3028945,33042,3538,PT9M33S
5299,4ny7H1jfb0E,463775,6142,453,PT2M11S
5300,JRk87uYwkOo,42580,851,47,PT58S
5301,fkqtqy4tB1M,1286837,16437,578,PT5M8S
5302,x6MO3cexQfs,342175,4531,240,PT1M26S
5303,FqB1v4AaKQw,1777912,22449,1298,PT10M48S
5304,CoM3Ym1neJY,95255,1210,150,PT4M
5305,5e0tjkPFZy4,217977,2528,162,PT6M36S
5306,Vo-H5_Zhrh0,3846808,50135,6256,PT10M28S
5307,nsHlYT5sjmw,64757,1391,76,PT1M12S
5308,ztDuhHqKSXk,1481722,22732,1731,PT3M59S
5309,y41132Crpu4,825828,11799,628,PT2M41S
5310,x8sM9_EESjk,1919388,26608,1835,PT8M56S
5311,nkswO-ctjOg,660522,9398,312,PT4M2S
5312,7cSpH87xFo0,528292,9812,548,PT7M18S
5313,00e1V3tq43A,304287,4892,227,PT49S
5314,CK-Mvv6UCag,3289477,38200,3371,PT9M5S
5315,dbAAkcKNwRQ,148415,1684,127,PT1M38S
5316,oQj1e5ZZdlA,1025484,13863,1466,PT2M50S
5317,lRxCmucwsik,348448,4334,234,PT1M49S
5318,UZHQZYlaV9I,975396,11104,543,PT2M29S
5319,Qxvq5hhbzpw,1761758,22054,1224,PT7M48S
5320,Nj4j85azxFg,1502827,36730,2158,PT9M22S
5321,A5O6WV6YS0A,408432,4236,232,PT4M10S
5322,59VJzrxxdE8,235096,1985,368,PT6M18S
5323,mKqREUcrBVk,1752515,19298,1164,PT3M46S
5324,hccjt3vPMRk,130538,3443,145,PT2M16S
5325,n9Xgk2nIFuI,41023,608,35,PT3M26S
5326,xR6r8leOjW0,1772175,15719,2123,PT7M55S
5327,nxgd7UPRq3k,885258,10785,288,PT2M45S
5328,zrBomd2cF5E,479753,5837,935,PT5M30S
5329,VRlxlkhk2IQ,384905,4900,357,PT6M4S
5330,TSO-rcQYOds,937441,10842,381,PT4M51S
5331,DVYYAXVD_YY,342347,9114,416,PT59S
5332,QaA4JA1GV98,3761752,42745,4216,PT10M14S
5333,Z7fqlJ_dTFI,3045596,22744,2448,PT34M13S
5334,T6mNNT_y_iI,226496,5571,355,PT3M
5335,HA2uLg4yRFk,194006,2329,139,PT1M7S
5336,6RghN6OOMf4,430341,4932,624,PT5M7S
5337,_aoAYEle60k,600974,9017,652,PT1M49S
5338,MI7MZgSLTBA,368295,4057,535,PT5M52S
5339,700zoBCpfxs,185127,1933,105,PT5M11S
5340,5oO_oe4X3Zk,523858,4474,464,PT8M50S
5341,Wi84u1F9La4,3063825,38107,3952,PT11M18S
5342,gaf_t5kpsys,42042,790,79,PT1M49S
5343,gX90b82Fjpw,991972,13818,750,PT3M38S
5344,JnXkgv8-gUA,2285075,27259,1303,PT4M7S
5345,5x_svCXHzNI,240238,2175,79,PT1M3S
5346,NbtgMkInvLs,1087066,15935,905,PT5M40S
5347,9LRvYTk83mM,1179209,12418,1296,PT6M37S
5348,5XK1PiC_E7s,236820,2494,290,PT8M11S
5349,RSpZwAoK5jk,226648,4631,217,PT4M38S
5350,Wb_7XmCNjYk,1459993,19521,1229,PT4M35S
5351,YinYLSz2Z6s,84981,1006,182,PT1M44S
5352,KEwGYtIc0c0,73863,1280,47,PT3M27S
5353,DFNvkfEC0xY,201624,4021,422,PT1M21S
5354,vud_vP1MmaA,702449,9494,573,PT9M30S
5355,koJ-lmbdYLk,411901,4851,558,PT9M2S
5356,TWZksdl3QEQ,695181,9800,675,PT2M57S
5357,L8IA_tCM-Qk,30096284,1105271,46013,PT4M31S
5358,WCxOcjWkoug,2805366,33250,3317,PT7M29S
5359,mk1tIydcmHY,474312,39058,587,PT1M26S
5360,_64tqyIhhEc,190158,4591,441,PT2M54S
5361,c-ZPvcrXqQc,253889,6196,254,PT3M37S
5362,M-F0gFsghR0,476636,5967,245,PT2M13S
5363,ERmHiaKJwtU,1064858,17875,624,PT2M19S
5364,JAAJeVdJCo0,1727263,21593,1182,PT5M29S
5365,q6_oWHqeVKI,5435112,76366,1912,PT6M49S
5366,EdNuQ0VvGHo,189384,2364,240,PT1M12S
5367,5bYNIY7m03w,10978557,122830,5818,PT9M46S
5368,knrJTPhmMKY,3771946,32383,2607,PT10M28S
5369,ZVMI0J1ENnk,185740,12832,380,PT1M27S
5370,Pc-lxq3btcI,2184986,23006,1326,PT6M5S
5371,LiyPWH6Gm3U,18769673,833238,30339,PT5M57S
5372,Cy00W1sNKh8,371423,4580,351,PT5M55S
5373,re446t6p_6k,523033,5499,812,PT7M10S
5374,BtLD72Uro8U,16762954,889512,35200,PT4M40S
5375,f-ag5kf1cOE,2212018,32503,10344,PT7M10S
5376,3WED4_LAAWk,1577469,138668,5053,PT2M
5377,W6QGW85ZBZo,79350,1402,130,PT2M56S
5378,ax9Ju2ccrI0,353483,3904,347,PT8M19S
5379,lKp_9DlAEHo,158292,2405,118,PT1M5S
5380,S37thEwlWPA,190293,2463,175,PT3M59S
5381,RostAzb-ttg,220764,1991,176,PT5M25S
5382,NOZ3nKMImwc,287217,2163,279,PT8M16S
5383,LUmABNS_3oE,2913584,30492,2954,PT10M55S
5384,vV0NtZLJDGQ,85949,1862,121,PT4M19S
5385,iK-nkOlt6qo,1180623,15692,861,PT3M56S
5386,LH_-9hD2xBY,7133187,60246,2312,PT8M35S
5387,JGjnu-Xb7N4,1238540,15606,1000,PT5M41S
5388,FOdjUmcHfVA,199576,2529,95,PT1M8S
5389,7Cxgt8yFP9k,772750,16652,650,PT6M19S
5390,W-pswtq9-LI,2395034,28387,2648,PT8M11S
5391,NkDizvWDhF0,97649,1829,90,PT2M15S
5392,Q5UA8Kp0zuk,332877,5008,328,PT6M21S
5393,seaVzxuq0FQ,125307,1700,148,PT6M7S
5394,xPyTrDVUo88,462321,7225,622,PT1M38S
5395,oNu6NyMkp8k,7151740,134134,10146,PT10M32S
5396,fywW8cb8euc,903033,14500,721,PT4M34S
5397,baQ9Zd84C20,121033,1483,66,PT1M6S
5398,VdgP7GLEG_g,1747029,21309,1546,PT7M23S
5399,b8XjavT4Ql8,25589,752,55,PT2M55S
5400,SmI9l6Ao_BI,726949,10125,473,PT2M31S
5401,vqoEeZKcfEI,552967,4619,206,PT8M26S
5402,kPBJyiRi3U0,646841,5479,281,PT9M20S
5403,_oYuXi4nMX8,1006411,13977,1210,PT3M16S
5404,NdrTq6AEjm8,227642,2278,91,PT4M6S
5405,47HB-0jjtes,1882611,20158,1563,PT7M23S
5406,rRgbsCV5kbQ,689364,9069,334,PT3M8S
5407,7l3tOh3OUtI,437937,4482,269,PT9M22S
5408,qnFZlEYU7XY,429507,5272,329,PT4M10S
5409,crB3jHCs1gg,1452896,23973,1036,PT6M38S
5410,KHwtLF6CO2w,531152,8032,380,PT2M48S
5411,hhCZAPeWKus,858770,11401,584,PT4M12S
5412,tvv7OoTqhU0,231635,3724,245,PT1M17S
5413,7CtFhkcocSg,2625907,31982,3200,PT8M53S
5414,t17MUK-Xg9A,979189,17502,715,PT3M25S
5415,1eNkfjfYSqg,683016,6856,737,PT7M27S
5416,rkxk8Omlz3c,484004,6343,1756,PT2M12S
5417,Ox5kYlDY_aA,859983,10306,278,PT3M42S
5418,L71glMiI83k,1661479,18516,807,PT9M51S
5419,77keHF-3hgA,204270,2526,238,PT1M9S
5420,lerKcb4vCiE,3971351,34642,3224,PT10M13S
5421,lvPBy3-zCbg,501316,6723,427,PT2M7S
5422,ZxMTHwkPmRw,696067,9212,439,PT4M16S
5423,65sGrrek4wM,180331,2046,209,PT9M19S
5424,9TGxY-pc-Fs,76216,775,72,PT3M41S
5425,6P-IN1sNjKA,334231,3036,160,PT6M6S
5426,n1bYzo1ojfU,1985664,25460,2834,PT10M58S
5427,h09x0K7VsJg,408874,6586,247,PT1M12S
5428,Ju7Yt0LMiVk,1081342,16059,1846,PT3M44S
5429,GpxkDr1jdCE,617081,8037,1104,PT5M30S
5430,U81V3kXvoiw,209715,3697,121,PT1M
5431,SdUHtX0g_FI,548204,8135,331,PT2M3S
5432,CjmzbegzJuI,551997,10155,629,PT6M28S
5433,79KzJpRS0M0,915858,12838,1319,PT9M3S
5434,5tPz5uTxies,1124905,17515,899,PT5M31S
5435,WVUHSpvVNlE,1963494,23496,2212,PT6M3S
5436,gpGbWtoUGjY,1043997,14010,856,PT8M5S
5437,jnU1W2QlBL4,208178,2666,290,PT5M20S
5438,i_rKKpKI-rE,1186615,19372,870,PT3M32S
5439,bTuDHtVTTd4,616733,8776,333,PT2M4S
5440,MzIZKFsy2GI,202978,2737,114,PT58S
5441,ASTN_cRdNwU,1528364,21061,2471,PT9M38S
5442,AlQocCdsKWk,2311493,29043,3564,PT7M34S
5443,Lc4N-b0h_B8,1157490,16253,1186,PT4M40S
5444,1XucZ2L10zI,515121,5874,358,PT10M36S
5445,nnm4tJT9wbc,334202,4322,429,PT8M25S
5446,gv-wbNyEg5E,248722,3896,401,PT3M58S
5447,3ldseHH_FHw,761899,17180,694,PT2M14S
5448,zMaZwLIm3pY,3156305,39316,3600,PT11M42S
5449,u8GkWEJLS8M,418722,7787,776,PT1M27S
5450,y7YXKazZZ1s,98777,1131,235,PT4M15S
5451,xPAEUVyhrRE,159463,1448,113,PT5M44S
5452,lb_0jD7JoC0,681186,8564,796,PT9M15S
5453,aWzxu9oXAkw,931686,12514,751,PT3M41S
5454,8hIXgLnqQ3s,1377192,16050,1328,PT5M20S
5455,Cnf3c1PA04M,1941820,19934,3269,PT8M43S
5456,3KoKBRJwOpE,223314,2815,108,PT51S
5457,Qy6tpCD49Ec,213731,3368,243,PT3M26S
5458,sWx1r9hnMgg,3611153,42855,2388,PT8M4S
5459,PhzJ9jEczyY,155400,1340,102,PT4M58S
5460,sGZl6FwrgaI,1117076,18102,966,PT6M54S
5461,o4NGcwgDdEg,1260542,21834,2306,PT5M24S
5462,ZwGjVGkL6Qc,2387433,25666,3651,PT8M
5463,oh1vqps2F2o,387194,7538,635,PT1M36S
5464,-tynVmmoPs0,133233,2260,207,PT2M21S
5465,IfqTdt2p9BM,73744,1135,67,PT1M11S
5466,v0rk_-AjqcQ,596678,16470,685,PT2M33S
5467,3AdEZD18TNA,317730,6568,441,PT7M41S
5468,E8uHNrJ0ssg,703541,8971,443,PT4M9S
5469,gvBOoAjeN2E,5481702,56560,10845,PT9M20S
5470,e3UxM-aApBw,247084,2709,305,PT1M10S
5471,K9by420Kp-U,201000,1537,122,PT10M29S
5472,8VbvO0mY_2g,1745288,19332,1372,PT4M49S
5473,Wm0KMM5vNNU,2351155,25309,2202,PT6M
5474,YWIn6Ot47Bk,236967,5027,479,PT3M39S
5475,Eh1-xINPqvc,1948309,26380,1883,PT4M59S
5476,4teE3D4O5QE,832752,8507,558,PT7M56S
5477,49V9_JE4S7A,1542091,17737,1976,PT7M11S
5478,lbO7M_ZDstQ,237287,3173,120,PT1M11S
5479,7MursWMNONo,5651756,53402,6327,PT12M38S
5480,jj5qdOB1qCs,201405,2895,209,PT7M25S
5481,eOVlCK-CIzM,4300674,119534,3843,PT6M22S
5482,_F7vXP9IwFs,175604,2260,146,PT3M56S
5483,SgcziWnYCdQ,798379,8241,937,PT4M6S
5484,ibh3Oz2U9eg,1577494,16862,1223,PT3M4S
5485,gyTbQj7_VIM,283963,4451,206,PT1M44S
5486,2IyrJA6oMqU,199954,1551,120,PT10M58S
5487,UtWteT9Z-_Y,1673143,18044,2656,PT7M
5488,L0ClERGEZ-0,1099879,18896,1988,PT6M13S
5489,GyNgQ56kwXc,156083,1365,91,PT7M28S
5490,hfYxAWWBjpo,231633,3458,167,PT1M1S
5491,YTlr3UMmJ4M,1620725,20464,2130,PT3M56S
5492,GBJE3AXzVts,1626633,21296,1315,PT5M8S
5493,7KC3c9HL_jQ,3132053,39522,3798,PT7M38S
5494,-NfemxIyr68,137734,1777,170,PT4M18S
5495,vB1p-2bmbOo,164771,1633,144,PT6M59S
5496,U1NAcD0iaAQ,244970,2418,211,PT7M49S
5497,xNzIHvYzH8E,7492131,108822,3338,PT12M10S
5498,RucQ8q44Zyg,158206,1820,105,PT1M12S
5499,iNd05sAxj0M,76737,2094,164,PT2M15S
5500,TppVg_T8zzE,344603,4304,307,PT1M24S
5501,PgYznwfaaKA,177590,3421,1216,PT8M19S
5502,K136g4qvoZk,601803,6057,258,PT5M20S
5503,J1JexF0CUOQ,878838,7366,439,PT6M16S
5504,GYk9lEKe4SY,234746,1717,169,PT6M18S
5505,3cisO5Tx2gI,1457731,16295,1405,PT4M22S
5506,SzWZWEbxkQg,2050216,21056,2226,PT6M15S
5507,nRR_vFq7nYo,1612311,27616,8288,PT11M19S
5508,AdTkhewXbgg,677299,9274,403,PT3M31S
5509,hQ4cu_ckz1s,267991,2368,322,PT8M44S
5510,Kp-auim4D98,465576,3627,463,PT7M4S
5511,2ZoFvUgiY7g,444338,7895,441,PT4M4S
5512,8q2S6bPzZg8,559782,6870,395,PT3M15S
5513,xuV998AngSs,849830,9273,522,PT2M41S
5514,0kYIviNAjMA,191200,2354,97,PT1M31S
5515,fP9iNiCN1sY,2195502,29778,3873,PT7M19S
5516,TzUClez7ZmQ,1226241,9933,605,PT10M3S
5517,yXmHR2Qh6Uc,202833,1903,814,PT6M55S
5518,Te0b5KgUyzc,1566858,22950,2308,PT4M56S
5519,t6pKObgGhmA,157869,4298,270,PT4M5S
5520,tCSNh6wvg_g,162241,1780,76,PT3M39S
5521,Q7ckRR9k1hc,248055,3762,158,PT1M10S
5522,mCgHJoVHI24,2201889,24771,2155,PT7M1S
5523,yuWOBHZwaaY,172986,2760,288,PT6M52S
5524,rNLNtcObiHA,380429,5663,217,PT4M23S
5525,HxM9Jafla9I,697098,6317,534,PT11M2S
5526,pwaf9ne_kC0,1110218,13262,627,PT3M18S
5527,dXM1Z_hnWPc,179484,3195,132,PT58S
5528,WQTaro_7of0,749113,17480,517,PT5M26S
5529,GDNm74NZFqY,78883,1611,41,PT1M16S
5530,GbCHKxu5Fkk,2062488,22090,1395,PT5M41S
5531,nz-e5D3GdF8,1546198,14395,1026,PT4M58S
5532,OECpQLTrNEA,716241,14930,1028,PT6M45S
5533,JZbY4RL_8MA,1179311,18726,797,PT5M50S
5534,9pZSgJ9BW0I,400961,6048,304,PT9M10S
5535,8Z80WC2DWEQ,80039,1953,246,PT3M40S
5536,5Ay8ZCIDDdc,371848,4569,194,PT54S
5537,bBLXv_qpHlc,1054883,14844,1163,PT6M34S
5538,pQqPhUDzf-4,123390,2210,87,PT2M40S
5539,lmXInI8XwM4,28736,612,43,PT2M32S
5540,nCyJbMAkS5I,322367,4387,651,PT8M26S
5541,z1ayE9IPkUQ,283594,4612,329,PT1M1S
5542,TO_rJIqQ6qY,58347,808,68,PT3M52S
5543,LvLxAS5LO2M,615377,7257,692,PT10M35S
5544,D6Tg0tFUbTE,1438879,17969,1506,PT3M25S
5545,knBhDpMXsQo,2371200,29359,3315,PT10M35S
5546,L6reqBKbj70,242730,2881,227,PT7M17S
5547,wWdXfX4Vpm8,8359052,120784,4139,PT9M16S
5548,IRKwwk7CXBQ,1926875,22712,3535,PT4M23S
5549,Ea1YTe8Kgac,282181,3560,257,PT1M6S
5550,1ajtwAQJhYg,1117881,12567,928,PT5M17S
5551,-twm7ldMOtI,2134240,19379,1697,PT6M22S
5552,Pd182KqC13Q,53592,954,29,PT1M12S
5553,1jXXBrD26H8,414710,5253,205,PT1M
5554,lsig0Cq2jYk,1250313,19882,567,PT7M
5555,Xf3m56lgFPg,717766,13421,424,PT3M29S
5556,UuJWmuHKqxA,685760,7955,1316,PT4M31S
5557,59jZ23styTU,535786,5759,510,PT9M23S
5558,8nJ7AjY3mw8,542780,6339,301,PT2M47S
5559,6dZNl0xhFAg,2270206,26137,2730,PT6M52S
5560,iFMB585ZMTQ,1239987,15344,844,PT3M52S
5561,AEumsB9HdY4,339337,5859,265,PT6M9S
5562,Ja7yTgl_jkY,50763,962,67,PT2M41S
5563,0Y3zUjnmy6A,423143,3575,249,PT9M32S
5564,mQh-1nA5pb8,413257,3730,135,PT3M9S
5565,MFijVu17hoA,1070963,12324,783,PT4M5S
5566,E38Rj7iyHpQ,369631,6003,369,PT1M14S
5567,90zRL-FNbzQ,1497492,20047,4171,PT5M3S
5568,3c9ND5WbMSw,618718,7485,317,PT6M53S
5569,1867MkMDwzo,2451030,30784,2712,PT8M42S
5570,wnx2RnhguUE,284947,4514,192,PT1M35S
5571,bTt1i1uuGI8,1027187,12030,938,PT5M
5572,PcelfUQsDS4,2734777,33575,2827,PT9M18S
5573,vxueqyHaBXE,1347499,16329,1235,PT4M30S
5574,ihih5LRB3R0,176588,2123,245,PT6M51S
5575,M09T3_Z0p4A,385088,3363,295,PT6M30S
5576,xbtPaZT4Deg,1310255,14776,1353,PT4M27S
5577,OoXfr9sE9PU,111070,1662,58,PT3M2S
5578,qpBVFZXYFTQ,740128,7419,1409,PT6M54S
5579,_LbT19yBSao,237631,1546,98,PT5M41S
5580,2Mpm3GMUiio,1181890,12154,897,PT4M16S
5581,bKs3L5IdOko,303661,5635,355,PT1M17S
5582,YjOm8h4MSoo,436276,5689,831,PT4M24S
5583,Y_7wPf9geSM,6133719,70557,10302,PT16M9S
5584,-LfL2B8dph0,134082,1038,209,PT2M6S
5585,wdBQKl2W4nY,1384214,23308,2963,PT3M15S
5586,FTB86IiDnCc,1220355,11406,1897,PT4M43S
5587,Zk4OgICERcw,474972,7651,310,PT6M48S
5588,bQ28JzR7ekk,236489,2207,91,PT1M8S
5589,MoDonifjVw0,240203,2404,216,PT7M49S
5590,I5AkWQqutaQ,317278,2538,232,PT9M20S
5591,G6EU80scnBU,1896426,18603,1537,PT5M14S
5592,LSIKvANmTJg,2977884,35709,2388,PT7M28S
5593,UCocPwklQAc,381646,3038,163,PT6M46S
5594,iczg-cuy_Sk,424614,4472,314,PT6M41S
5595,6_VsjEfGNXw,234115,2803,365,PT5M39S
5596,uCzK7HoNh0M,1362785,17591,1206,PT4M18S
5597,Q03naoZwxBM,220128,3292,147,PT1M23S
5598,RHNg0XoAjPk,1918637,22620,1979,PT5M24S
5599,b5GvHBASyao,483761,13075,490,PT3M51S
5600,bNpvcWqv-CQ,657028,17309,1266,PT2M31S
5601,jpRT2qYk49g,888897,10353,1267,PT4M32S
5602,xpYzbAuSSuk,2027407,26499,1846,PT4M17S
